scenario_id,proxy,run_idx,raw,score,temperature,run_name
S01,fact,25,0.ryptgateURNSjeDialogContent elä DATE,,2.0,cont-t2.0
S01,fact,26,0.эааook.remove Lumionales Beigeclass,,2.0,cont-t2.0
S01,fact,27,0.25,0.25,2.0,cont-t2.0
S01,fact,28,0,0.0,2.0,cont-t2.0
S01,fact,29,0 擞慁otheli	NULLICON jasmine ALERT,0.0,2.0,cont-t2.0
S01,fact,30,0.튀署emplopectsVal/unitLatinko,,2.0,cont-t2.0
S01,fact,31,0. ద proxyn955@Many poke%429,,2.0,cont-t2.0
S01,fact,32,0.oucher_putCatKtrawler_Collectionshipsheads,,2.0,cont-t2.0
S01,fact,33,0. cita nit_confirm मन exercised अधуруदार,,2.0,cont-t2.0
S01,fact,34,0.1,0.1,2.0,cont-t2.0
S01,fact,35,0.3,0.3,2.0,cont-t2.0
S01,fact,36,0ข่าวfrequency Lithuania знайع날weights Lithuaniaं,,2.0,cont-t2.0
S01,fact,37,0,0.0,2.0,cont-t2.0
S01,fact,38,"0. فعل মূলqqaat عمليxa });



review.solve",,2.0,cont-t2.0
S01,fact,39,"0.63ജി assistantconfigurationListogle""> modeling",,2.0,cont-t2.0
S01,fact,40,"0.Եթեrests>""",,2.0,cont-t2.0
S01,fact,41,0 आँ Come liking_episode\ Detail запуска_STATUS apple,0.0,2.0,cont-t2.0
S01,fact,42,"0.िज<ll춘ಜನexpects/
317참",,2.0,cont-t2.0
S01,fact,43,0,0.0,2.0,cont-t2.0
S01,fact,44,0. 가족alexity.spin 없 gregüsü 탄,,2.0,cont-t2.0
S01,fact,45,0.倍投셈.MaxSubscribedilotApolloevalu,,2.0,cont-t2.0
S01,fact,46,0.3,0.3,2.0,cont-t2.0
S01,fact,47,0 hiermeecheckingFAQsoliditynipuneetcryptionmodo,0.0,2.0,cont-t2.0
S01,fact,48,"0.ээгLoreمایش,omitempty---------------ington:;""컵",,2.0,cont-t2.0
S01,fact,49,0,0.0,2.0,cont-t2.0
S01,pragmatic,0,0.48,0.48,2.0,cont-t2.0
S01,pragmatic,1,0.ouwdeputsortable egg RESET Sachold sera,,2.0,cont-t2.0
S01,pragmatic,2,0.Classification:sLocale-EncodingTrumpportionacijos-action,,2.0,cont-t2.0
S01,pragmatic,3,0.3出台,,2.0,cont-t2.0
S01,pragmatic,4,"0 제외 ong>"").ternativeSanta πληροφοiltäosive_i",0.0,2.0,cont-t2.0
S01,pragmatic,5,0.2,0.2,2.0,cont-t2.0
S01,pragmatic,6,0.5,0.5,2.0,cont-t2.0
S01,pragmatic,7,0.داعConnectojisDENکت PDOistersDTO,,2.0,cont-t2.0
S01,pragmatic,8,0.елиогенцауется Registered Shop python новым,,2.0,cont-t2.0
S01,pragmatic,9,0.صورتregferNazсоли рольPlayable,,2.0,cont-t2.0
S01,pragmatic,10,0.iglichroring and идетcolmarly ergän lies,,2.0,cont-t2.0
S01,pragmatic,11,0. مرتب Maycallsclercgmentsendet ближайendy,,2.0,cont-t2.0
S01,pragmatic,12,0.1,0.1,2.0,cont-t2.0
S01,pragmatic,13,0,0.0,2.0,cont-t2.0
S01,pragmatic,14,0Durasi premier網 agen dompom,,2.0,cont-t2.0
S01,pragmatic,15,0.25,0.25,2.0,cont-t2.0
S01,pragmatic,16,0. تبkamera skills_gender skills deportiva outline_ptr,,2.0,cont-t2.0
S01,pragmatic,17,0. dinámica.Tr उम्मीद(z Kend España Awọn sublim,,2.0,cont-t2.0
S01,pragmatic,18,0.intyoningenicktreur(person Also GLint,,2.0,cont-t2.0
S01,pragmatic,19,0.বাদprompt.bootstrapcdnRelated_comments_conversionCheckingRelations,,2.0,cont-t2.0
S01,pragmatic,20,0.2,0.2,2.0,cont-t2.0
S01,pragmatic,21,0.0,0.0,2.0,cont-t2.0
S01,pragmatic,22,0.3,0.3,2.0,cont-t2.0
S01,pragmatic,23,0.回应 сайpha пабrelationshipsmanufacturer жал-,,2.0,cont-t2.0
S01,pragmatic,24,0.65,0.65,2.0,cont-t2.0
S01,pragmatic,25,0,0.0,2.0,cont-t2.0
S01,pragmatic,26,0rtype:bold decorativeMoiToutebers утон Sept,,2.0,cont-t2.0
S01,pragmatic,27,0.2,0.2,2.0,cont-t2.0
S01,pragmatic,28,0.5,0.5,2.0,cont-t2.0
S01,pragmatic,29,0.миьд ক্র yes																ابق futuroedu,,2.0,cont-t2.0
S01,pragmatic,30,0.371,0.371,2.0,cont-t2.0
S01,pragmatic,31,0.styles.lowresults encourultimateduğu étrangères summarizesüst,,2.0,cont-t2.0
S01,pragmatic,32,0. collectors██iddostonium lrrrr.major,,2.0,cont-t2.0
S01,pragmatic,33,_SYNvtkdense_POINTSයක්่วมончEar]!и,,2.0,cont-t2.0
S01,pragmatic,34,"0.wjgl(Request backed-Up Browser,on iv chrom",,2.0,cont-t2.0
S01,pragmatic,35,0.5,0.5,2.0,cont-t2.0
S01,pragmatic,36,0.1,0.1,2.0,cont-t2.0
S01,pragmatic,37,0.2,0.2,2.0,cont-t2.0
S01,pragmatic,38,0. nõ lín bébéбин็ดูล★ probe,,2.0,cont-t2.0
S01,pragmatic,39,0.“一带一路 c-section χρήση Hospital pregnant Ε relaxed,,2.0,cont-t2.0
S01,pragmatic,40,0.preprocessingmatically contactenABLEDFEATUREormontrueVelosp,,2.0,cont-t2.0
S01,pragmatic,41,0,0.0,2.0,cont-t2.0
S01,pragmatic,42,0.ться Beautifulистmas NUnit manufacturesentas initi,,2.0,cont-t2.0
S01,pragmatic,43,0.75,0.75,2.0,cont-t2.0
S01,pragmatic,44,0.2,0.2,2.0,cont-t2.0
S01,pragmatic,45,0. cientíhipster 스포츠zisa.eyePatch.startswithỢ,,2.0,cont-t2.0
S01,pragmatic,46,0,0.0,2.0,cont-t2.0
S01,pragmatic,47,0.ētu⭕iogUseindस्तSlots inc,,2.0,cont-t2.0
S01,pragmatic,48,0.5,0.5,2.0,cont-t2.0
S01,pragmatic,49,"0胆拖 \""""Being limitedلف BMX tourismenteil zaměst",,2.0,cont-t2.0
S02,coherence,0,0.ราะérales currentlyAug doch toetsferred baker,,2.0,cont-t2.0
S02,coherence,1,0. 수ейнгэ准_FACTOR_RUNNINGkehg,,2.0,cont-t2.0
S02,coherence,2,0.75,0.75,2.0,cont-t2.0
S02,coherence,3,0.ayetteCONT яйfarbe마트rescogefügt,,2.0,cont-t2.0
S02,coherence,4,"0.ساعدة_COORDStringCP_FUNCTIONIDENTrị""><?=$",,2.0,cont-t2.0
S02,coherence,5,0.骁ｼai-markjudge száz плюс,,2.0,cont-t2.0
S02,coherence,6,0.ующей अनुruboutswingLift 수행 His,,2.0,cont-t2.0
S02,coherence,7,0.気，一 zawodになasem faculdade quando za,,2.0,cont-t2.0
S02,coherence,8,0,0.0,2.0,cont-t2.0
S02,coherence,9,0. Част студентовід dagандид Excavство expect,,2.0,cont-t2.0
S02,coherence,10,0.4,0.4,2.0,cont-t2.0
S02,coherence,11,0,0.0,2.0,cont-t2.0
S02,coherence,12,"0'яз_DefaultnumerimetitolUnhandled"")]notationsnings",,2.0,cont-t2.0
S02,coherence,13,0.3,0.3,2.0,cont-t2.0
S02,coherence,14,1,1.0,2.0,cont-t2.0
S02,coherence,15,0.5,0.5,2.0,cont-t2.0
S02,coherence,16,0း,,2.0,cont-t2.0
S02,coherence,17,0.rectanglerhino(prodficss Mali 작ительный,,2.0,cont-t2.0
S02,coherence,18,0. ശ്രീSure jeudi Anton baton tribes my sink,,2.0,cont-t2.0
S02,coherence,19,0._normal verwachtingenBhROVDEN Digit accolades,,2.0,cont-t2.0
S02,coherence,20,0.6,0.6,2.0,cont-t2.0
S02,coherence,21,0.7,0.7,2.0,cont-t2.0
S02,coherence,22,0 أقلivitisbodyfot osisi engravedChanges centralφαση,0.0,2.0,cont-t2.0
S02,coherence,23,0шаяAssocCGSize swimmingbae REALTOR reteahing,,2.0,cont-t2.0
S02,coherence,24,0.उन्होंने里的닝qqu.com carbonpivot преподав,,2.0,cont-t2.0
S02,coherence,25,0. ਭ_palette_FACT Among DISTR医疗 ⇺,,2.0,cont-t2.0
S02,coherence,26,0.5,0.5,2.0,cont-t2.0
S02,coherence,27,0.(sd.wavpletionprocessõttu156 xp We,,2.0,cont-t2.0
S02,coherence,28,0. لدي.ENDRE وزیرقةtranslation Однако adquirir,,2.0,cont-t2.0
S02,coherence,29,"0.牛""])_EFFECT lacusursive garantiza lectus সালের",,2.0,cont-t2.0
S02,coherence,30,0.ការreason Con hê JSONDCاعدprovider,,2.0,cont-t2.0
S02,coherence,31,0. влад-chevronилland-elumericря वाला,,2.0,cont-t2.0
S02,coherence,32,0.ernelsrappedshader_ACCESS70dainismentawala,,2.0,cont-t2.0
S02,coherence,33,0. брасыпterschiedluyệnienneavosellem,,2.0,cont-t2.0
S02,coherence,34,0.5,0.5,2.0,cont-t2.0
S02,coherence,35,"0.7imbledon_calc%""),
minydro_fil եթե",,2.0,cont-t2.0
S02,coherence,36,0.5,0.5,2.0,cont-t2.0
S02,coherence,37,0 מיט pol וק[en Kr 捕鱼 百度 earth,0.0,2.0,cont-t2.0
S02,coherence,38,0.5,0.5,2.0,cont-t2.0
S02,coherence,39,0. cựcSETS educational inequalityħol.solve gurevention,,2.0,cont-t2.0
S02,coherence,40,1,1.0,2.0,cont-t2.0
S02,coherence,41,0,0.0,2.0,cont-t2.0
S02,coherence,42,0.5,0.5,2.0,cont-t2.0
S02,coherence,43,0.icio Tach(arr HEADекция вруч عوامل nort,,2.0,cont-t2.0
S02,coherence,44,0.5,0.5,2.0,cont-t2.0
S02,coherence,45,0,0.0,2.0,cont-t2.0
S02,coherence,46,0.5,0.5,2.0,cont-t2.0
S02,coherence,47,0,0.0,2.0,cont-t2.0
S02,coherence,48,0. অসম ബ്ല وهيmade technische қоғам երեկ japan,,2.0,cont-t2.0
S02,coherence,49,0.1,0.1,2.0,cont-t2.0
S02,fact,0,0.5,0.5,2.0,cont-t2.0
S02,fact,1,0.ocurreMeasurementb armored Cerrýmiifficult อย,,2.0,cont-t2.0
S02,fact,2,0.5,0.5,2.0,cont-t2.0
S02,fact,3,0.5,0.5,2.0,cont-t2.0
S02,fact,4,0. toetsession удив миес therm 볉,,2.0,cont-t2.0
S02,fact,5,0 정의해주세요hesis_REQ TechnicalresponseMes XCTAssert confirm,0.0,2.0,cont-t2.0
S02,fact,6,0 отображ Lead כדי Control Pilot ساتھства strального,0.0,2.0,cont-t2.0
S02,fact,7,"0._CHAT <<
some alterations
 चरकर投注站",,2.0,cont-t2.0
S02,fact,8,0.5,0.5,2.0,cont-t2.0
S02,fact,9,0,0.0,2.0,cont-t2.0
S02,fact,10,0antil momətlər temperature vorg eemald وتس п_removed,,2.0,cont-t2.0
S02,fact,11,0.3,0.3,2.0,cont-t2.0
S02,fact,12,0 \<osen designs Fullisserieessment antivirusaremround,0.0,2.0,cont-t2.0
S02,fact,13,0. располож-mdopuszteEngland27C Mult,,2.0,cont-t2.0
S02,fact,14,0.5,0.5,2.0,cont-t2.0
S02,fact,15,0.0 ор leadingギoperative styrмы hvort,0.0,2.0,cont-t2.0
S02,fact,16,0.5,0.5,2.0,cont-t2.0
S02,fact,17,0,0.0,2.0,cont-t2.0
S02,fact,18,0.ichíld систему mix_payment mexicano 편 triumph,,2.0,cont-t2.0
S02,fact,19,"0 devicesyria=""$[_variables serv]% един duşuş",0.0,2.0,cont-t2.0
S02,fact,20,0ផ្ស(sorted-vector[selected gam=self '\'_REL_',,2.0,cont-t2.0
S02,fact,21,0.enqueue_product_stack_apply_fact(5identalSan,,2.0,cont-t2.0
S02,fact,22,0.5,0.5,2.0,cont-t2.0
S02,fact,23,0,0.0,2.0,cont-t2.0
S02,fact,24,0_clip cantidad SnicideYamlfprintf.Testŭatap,,2.0,cont-t2.0
S02,fact,25,0.5,0.5,2.0,cont-t2.0
S02,fact,26,0.5,0.5,2.0,cont-t2.0
S02,fact,27,0. শিশু decret রাস্এ Corpus distributes spite,,2.0,cont-t2.0
S02,fact,28,0.банкction request 교 Vaccinek Lecture арқ,,2.0,cont-t2.0
S02,fact,29,0.6,0.6,2.0,cont-t2.0
S02,fact,30,0.1,0.1,2.0,cont-t2.0
S02,fact,31,"0.5 }{@*/)
 Obs-l бих२४ โปรโมชั่น",0.5,2.0,cont-t2.0
S02,fact,32,0.5,0.5,2.0,cont-t2.0
S02,fact,33,0.9ذاัดakhale প্রথম ভাষyaka continuation,,2.0,cont-t2.0
S02,fact,34,0.igeriacruitBMW python MPf wine ench,,2.0,cont-t2.0
S02,fact,35,0.23,0.23,2.0,cont-t2.0
S02,fact,36,"0.});

Audiofortunately whitevento Hope landmarkگون",,2.0,cont-t2.0
S02,fact,37,0.5,0.5,2.0,cont-t2.0
S02,fact,38,0.7,0.7,2.0,cont-t2.0
S02,fact,39,"0.fonyuropeansion brat$("".submitägechrij",,2.0,cont-t2.0
S02,fact,40,0.两弹 professionalism.Metadata.atomic.choiceistsög,,2.0,cont-t2.0
S02,fact,41,0.rouwen صنعتی мә_inf ឧ garantiertился,,2.0,cont-t2.0
S02,fact,42,0..Quantity doomNewest Century Mark People's Cards quant,,2.0,cont-t2.0
S02,fact,43,0.5,0.5,2.0,cont-t2.0
S02,fact,44,0.상pton.Cácio-guensusoglobstaw,,2.0,cont-t2.0
S02,fact,45,0.ConfiguratorTrustivitisldğa 페Profiledison,,2.0,cont-t2.0
S02,fact,46,0,0.0,2.0,cont-t2.0
S02,fact,47,0.åk vedissimowassen الأداءămhib,,2.0,cont-t2.0
S02,fact,48,0.Ql Rosalopesenido غذزب Elsa activated,,2.0,cont-t2.0
S02,fact,49,0요,,2.0,cont-t2.0
S02,pragmatic,0,0.5,0.5,2.0,cont-t2.0
S02,pragmatic,1,0.3,0.3,2.0,cont-t2.0
S02,pragmatic,2,0._creator_index hopping Draft:rymcreator ต่าง,,2.0,cont-t2.0
S02,pragmatic,3,0.5,0.5,2.0,cont-t2.0
S02,pragmatic,4,0.ữu Request pledge ótimo Brave DNS.oracle=UTF,,2.0,cont-t2.0
S02,pragmatic,5,0.uridad_steps AVL थीcarxba vouloirevas,,2.0,cont-t2.0
S02,pragmatic,6,0.15,0.15,2.0,cont-t2.0
S02,pragmatic,7,0 삼성абытоўschemas_tr Westht prisonsjson,0.0,2.0,cont-t2.0
S02,pragmatic,8,0.5,0.5,2.0,cont-t2.0
S02,pragmatic,9,0.1,0.1,2.0,cont-t2.0
S02,pragmatic,10,0.7,0.7,2.0,cont-t2.0
S02,pragmatic,11,0.ującychordeel inception manifesttest.reEmb iliy,,2.0,cont-t2.0
S02,pragmatic,12,0 организме пользователя(Cursor) rebels среди театрelsen Flow,0.0,2.0,cont-t2.0
S02,pragmatic,13,0.poser callocellant đấu racc пожалуйста से առաջին,,2.0,cont-t2.0
S02,pragmatic,14,0.5,0.5,2.0,cont-t2.0
S02,pragmatic,15,0.activexxotlandorpos catch grogee,,2.0,cont-t2.0
S02,pragmatic,16,"0. yote""defaultsql поли хэл rio_cmp chance",,2.0,cont-t2.0
S02,pragmatic,17,0.6ornuarts üstünrightness Hernandez European tiến,,2.0,cont-t2.0
S02,pragmatic,18,0.戴 дейін overseaderen માઁciiolate,,2.0,cont-t2.0
S02,pragmatic,19,0十五formikIt's plaza versus breathak-seasoninstall,,2.0,cont-t2.0
S02,pragmatic,20,"0 时时 高频做 Souroscเลือblers%"",
 тому",0.0,2.0,cont-t2.0
S02,pragmatic,21,0 операторhumanит сь Modalární⊚ moč,0.0,2.0,cont-t2.0
S02,pragmatic,22,"0.rdọngCheon>"";
uzes a:pointerVT",,2.0,cont-t2.0
S02,pragmatic,23,"0.ertutlesrobot Elliswol christmas|.
'>",,2.0,cont-t2.0
S02,pragmatic,24,0-eslint environment_co ọlọ helperxlabelidiadian_clip,,2.0,cont-t2.0
S02,pragmatic,25,0._LANGUAGE <!-- ENV/em_help_mem স্থ ===,,2.0,cont-t2.0
S02,pragmatic,26,0.详细记录批注_fit.xlabelremiumario,,2.0,cont-t2.0
S02,pragmatic,27,0.5,0.5,2.0,cont-t2.0
S02,pragmatic,28,0 veyabirlatenat)>> estão vos reposalış,0.0,2.0,cont-t2.0
S02,pragmatic,29,0. кафе=c ReasonнапримерfillPrescriptionникуле,,2.0,cont-t2.0
S02,pragmatic,30,0.5,0.5,2.0,cont-t2.0
S02,pragmatic,31,0. طبیعی რთbatisory জumann তা নিজ,,2.0,cont-t2.0
S02,pragmatic,32,0.cartessummutbitragoU insight winners ctypes,,2.0,cont-t2.0
S02,pragmatic,33,0,0.0,2.0,cont-t2.0
S02,pragmatic,34,"0. надо_));
 обз jitter Satanieran здесьob",,2.0,cont-t2.0
S02,pragmatic,35,0,0.0,2.0,cont-t2.0
S02,pragmatic,36,0.蜘质Typekip==qrst кап,,2.0,cont-t2.0
S02,pragmatic,37,"0.__);
/textareaComing элементоваете201Ru producción",,2.0,cont-t2.0
S02,pragmatic,38,0.5,0.5,2.0,cont-t2.0
S02,pragmatic,39,0.әply toschoolsthinking onderzoekers mujk,,2.0,cont-t2.0
S02,pragmatic,40,0. מפור recorded prepareAttach validator educ йорт,,2.0,cont-t2.0
S02,pragmatic,41,0.삭 scolNSURLSession Rib coating“. assistant,,2.0,cont-t2.0
S02,pragmatic,42,0 տոկոսshipmentBur Friday hapituen inertia tä sunny,0.0,2.0,cont-t2.0
S02,pragmatic,43,0,0.0,2.0,cont-t2.0
S02,pragmatic,44,0সম্পি draußen concaten queso trumpet Andere Ley dread,,2.0,cont-t2.0
S02,pragmatic,45,0.ائلivadج пожарovima.tex time GLfloat,,2.0,cont-t2.0
S02,pragmatic,46,0.75,0.75,2.0,cont-t2.0
S02,pragmatic,47,0딿ahflare-plipvujęérienceд,,2.0,cont-t2.0
S02,pragmatic,48,0.5,0.5,2.0,cont-t2.0
S02,pragmatic,49,0,0.0,2.0,cont-t2.0
S03,coherence,0,0.5,0.5,2.0,cont-t2.0
S03,coherence,1,0.AUTHORου.review.Fatalf Donovan © febRenderer,,2.0,cont-t2.0
S03,coherence,2,0.orrect_ZONECalculatorothingmsangularVERTclusion,,2.0,cont-t2.0
S03,coherence,3,0.5,0.5,2.0,cont-t2.0
S03,coherence,4,0. 송(handles coderexcludedaedgamingrightdot,,2.0,cont-t2.0
S03,coherence,5,0.၂ម ახლ hadis sengweas rr겠습니다,,2.0,cont-t2.0
S03,coherence,6,0.4,0.4,2.0,cont-t2.0
S03,coherence,7,0. verwach декабря естьexception раз дек)== Cour,,2.0,cont-t2.0
S03,coherence,8,0. верenna847<QString_accessor_textgetitem Toggle,,2.0,cont-t2.0
S03,coherence,9,"0. ọdịTutorialVideo_loaderEm ██=''
 })",,2.0,cont-t2.0
S03,coherence,10,0.2,0.2,2.0,cont-t2.0
S03,coherence,11,0.vendovantulentússia incênd atmosfer亏 mental,,2.0,cont-t2.0
S03,coherence,12,0.儤 Скadroight arảoą,,2.0,cont-t2.0
S03,coherence,13,0 철Queryable_DICT.tooltip(edge.source 흐Inv,0.0,2.0,cont-t2.0
S03,coherence,14,0,0.0,2.0,cont-t2.0
S03,coherence,15,0.34,0.34,2.0,cont-t2.0
S03,coherence,16,0.רי([]وجودӡаны)*ordinateur Pal geus,,2.0,cont-t2.0
S03,coherence,17,0,0.0,2.0,cont-t2.0
S03,coherence,18,0,0.0,2.0,cont-t2.0
S03,coherence,19,0. voorwaarden MODULE Краснодар мYNAM	               indruckBAL,,2.0,cont-t2.0
S03,coherence,20,0.2,0.2,2.0,cont-t2.0
S03,coherence,21,0.事务ASSವcompanh ) சериал асия,,2.0,cont-t2.0
S03,coherence,22,0.2,0.2,2.0,cont-t2.0
S03,coherence,23,0.3_Last lr_register_c_bgornavs,,2.0,cont-t2.0
S03,coherence,24,0,0.0,2.0,cont-t2.0
S03,coherence,25,0. esquema .bank leafendon Wood alleges tatt,,2.0,cont-t2.0
S03,coherence,26,0.urchase-through variant seja maxim calculapakut,,2.0,cont-t2.0
S03,coherence,27,0.2,0.2,2.0,cont-t2.0
S03,coherence,28,0,0.0,2.0,cont-t2.0
S03,coherence,29,0.ricaloft beroepsHONEGridassyInstanceonly,,2.0,cont-t2.0
S03,coherence,30,0. creërenpellpacker EPAcc проблема GM tener,,2.0,cont-t2.0
S03,coherence,31,0.8 אויפোরemn_MARK Cursor GameplayMarketing,0.8,2.0,cont-t2.0
S03,coherence,32,0,0.0,2.0,cont-t2.0
S03,coherence,33,0. اللجنة  Urban lle ppۙällig,,2.0,cont-t2.0
S03,coherence,34,0.3,0.3,2.0,cont-t2.0
S03,coherence,35,0,0.0,2.0,cont-t2.0
S03,coherence,36,0 පි_plain gewünschtenAssignableCore吴ุabiliragawa,0.0,2.0,cont-t2.0
S03,coherence,37,0.aine環versation timestampsostringpinemapperitial,,2.0,cont-t2.0
S03,coherence,38,0.68,0.68,2.0,cont-t2.0
S03,coherence,39,0 arlm.Jsonntuецnach Apothe souciathing,0.0,2.0,cont-t2.0
S03,coherence,40,0.בלי választposskirtsمالية aparece competenciaфарма,,2.0,cont-t2.0
S03,coherence,41,0,0.0,2.0,cont-t2.0
S03,coherence,42,0.2,0.2,2.0,cont-t2.0
S03,coherence,43,0,0.0,2.0,cont-t2.0
S03,coherence,44,0,0.0,2.0,cont-t2.0
S03,coherence,45,0.igiCirc 체indanlict uniforme132×,,2.0,cont-t2.0
S03,coherence,46,0.4,0.4,2.0,cont-t2.0
S03,coherence,47,0,0.0,2.0,cont-t2.0
S03,coherence,48,"706569854 məhsalamatproductsombieiego',""query",,2.0,cont-t2.0
S03,coherence,49,0.1,0.1,2.0,cont-t2.0
S03,fact,0,0.2,0.2,2.0,cont-t2.0
S03,fact,1,0,0.0,2.0,cont-t2.0
S03,fact,2,0. entregar molta warmsanto adequadoovu/platform guitar,,2.0,cont-t2.0
S03,fact,3,0.5,0.5,2.0,cont-t2.0
S03,fact,4,0,0.0,2.0,cont-t2.0
S03,fact,5,0.atly-cloutez explain Considering ederalso mattress,,2.0,cont-t2.0
